bowler,balls,runs_conceded,wickets,runs_per_ball,replacement_runs,bowling_war
M Zondeki,190,124,4,0.6526315789473685,193.7947169811321,6.97947169811321
Junaid Siddique (2),318,255,13,0.8018867924528302,324.35115789473684,6.935115789473684
Yasir Shah,448,388,6,0.8660714285714286,456.9475431976167,6.894754319761671
TG Southee,2185,2160,64,0.988558352402746,2228.639245283019,6.863924528301913
RJ Peterson,331,269,7,0.8126888217522659,337.61079642502483,6.861079642502483
CG Williams,264,201,5,0.7613636363636364,269.27265938430986,6.827265938430986
KS Williamson,199,135,4,0.678391959798995,202.97446673286993,6.797446673286993
RD Berrington,391,331,6,0.8465473145780051,398.8091281032771,6.780912810327709
C Floyd,381,321,4,0.84251968503937,388.6094061569017,6.760940615690169
GJ Batty,176,112,3,0.6363636363636364,179.51510625620656,6.751510625620656
Sunzamul Islam,122,57,3,0.4672131147540984,124.43660774577955,6.743660774577956
Steven Ryan Taylor,296,235,9,0.793918918918919,301.91176961271105,6.691176961271106
C Karunaratne,837,787,26,0.94026284348865,853.7167269116187,6.671672691161871
Azhar Mahmood,310,250,5,0.8064516129032258,316.1913803376366,6.619138033763659
KMDN Kulasekara,185,123,5,0.6648648648648648,188.6948560079444,6.569485600794439
Ehsan Khan,328,269,12,0.8201219512195121,334.55087984111225,6.555087984111225
DAJ Bracewell,313,254,8,0.8115015974440895,319.25129692154917,6.525129692154917
J Jarvis,529,475,15,0.8979206049149339,539.5652909632572,6.456529096325721
MO Odumbe,364,307,7,0.8434065934065934,371.26987884806357,6.426987884806357
Sufyan Mehmood,212,152,7,0.7169811320754716,216.23410526315791,6.4234105263157915
Tanwir Afzal,211,151,2,0.7156398104265402,215.21413306852037,6.4214133068520365
Akif Raja,234,175,4,0.7478632478632479,238.67349354518373,6.367349354518373
EH Hutchinson,227,168,3,0.7400881057268722,231.53368818272097,6.353368818272097
Alok Kapali,277,219,6,0.7906137184115524,282.53229791459785,6.353229791459785
PA Hitchcock,260,202,7,0.7769230769230769,265.1927706057597,6.319277060575968
Iftikhar Anjum,421,367,6,0.8717339667458432,429.4082939424032,6.240829394240319
Ebadat Hossain,505,453,21,0.897029702970297,515.0859582919563,6.208595829195633
TS Chisoro,342,287,10,0.8391812865497076,348.8304905660378,6.183049056603778
FH Edwards,211,154,12,0.7298578199052133,215.21413306852037,6.121413306852037
CV Varun,246,190,10,0.7723577235772358,250.91315988083417,6.091315988083418
Hazrat Bilal,280,225,10,0.8035714285714286,285.59221449851043,6.059221449851043
XC Bartlett,100,42,9,0.42,101.99721946375374,5.999721946375374
Hasan Ali,2094,2076,62,0.9914040114613181,2135.821775571003,5.982177557100295
RO Hurley,186,130,3,0.6989247311827957,189.71482820258194,5.971482820258194
TK Patel,176,120,5,0.6818181818181818,179.51510625620656,5.9515106256206565
R Rampaul,345,293,8,0.8492753623188406,351.89040714995036,5.889040714995036
AM Hardie,395,344,10,0.8708860759493671,402.8890168818272,5.888901688182722
R Ravindra,958,919,20,0.9592901878914405,977.1333624627607,5.813336246276071
D Bishoo,745,702,7,0.9422818791946309,759.8792850049653,5.787928500496525
JF Kloppenburg,192,138,7,0.71875,195.83466137040716,5.783466137040716
Iftikhar Ahmed,688,644,15,0.936046511627907,701.7408699106256,5.774086991062563
BE Hendricks,372,322,11,0.8655913978494624,379.4296564051639,5.742965640516388
A McGrath,216,163,3,0.7546296296296297,220.31399404170804,5.731399404170804
Muzahir Raza,100,45,2,0.45,101.99721946375374,5.699721946375374
FA Allen,648,604,9,0.9320987654320988,660.9419821251241,5.694198212512413
Aizaz Khan,194,141,7,0.7268041237113402,197.87460575968223,5.687460575968222
Mohammad Nawaz (3),280,229,6,0.8178571428571428,285.59221449851043,5.659221449851043
AR Nurse,1380,1351,22,0.9789855072463768,1407.5616285998015,5.656162859980145
OF Smith,314,264,10,0.8407643312101911,320.2712691161867,5.627126911618672
N Dutta,198,146,2,0.7373737373737373,201.95449453823238,5.595449453823238
MP Vaughan,389,341,5,0.8766066838046273,396.769183714002,5.5769183714001995
B Siddharth,121,68,4,0.5619834710743802,123.41663555114201,5.541663555114201
PWA Mulder,709,668,20,0.9421720733427362,723.1602859980139,5.516028599801393
DL Chahar,506,461,16,0.9110671936758893,516.1059304865938,5.510593048659382
Ammar Khalid,203,152,6,0.7487684729064039,207.05435551142008,5.505435551142009
B Mavuta,442,396,10,0.8959276018099548,450.8277100297915,5.482771002979149
Rehan Ahmed,282,233,11,0.8262411347517731,287.6321588877855,5.463215888778552
OEG Baartman,154,103,6,0.6688311688311688,157.07571797418075,5.407571797418075
BA Stokes,1227,1199,24,0.9771801140994295,1251.5058828202582,5.250588282025819
HB Shipley,404,360,15,0.8910891089108911,412.0687666335651,5.206876663356508
Qadeer Ahmed,345,300,5,0.8695652173913043,351.89040714995036,5.189040714995036
SC Getkate,194,146,7,0.7525773195876289,197.87460575968223,5.187460575968222
TK Curran,1340,1315,38,0.9813432835820896,1366.7627408143,5.176274081430006
Enamul Haque jnr,124,76,4,0.6129032258064516,126.47655213505462,5.047655213505462
CB Mpofu,546,507,13,0.9285714285714286,556.9048182720953,4.990481827209533
JT Brassell,341,298,8,0.873900293255132,347.81051837140024,4.981051837140024
SP Jones,222,177,5,0.7972972972972973,226.4338272095333,4.943382720953329
WD Parnell,322,279,5,0.8664596273291926,328.431046673287,4.9431046673287025
BC Fortuin,430,390,14,0.9069767441860465,438.58804369414105,4.858804369414105
Avesh Khan,371,330,9,0.889487870619946,378.40968421052634,4.840968421052634
D Mongia,266,223,5,0.8383458646616542,271.3126037735849,4.83126037735849
Ali Naseer,701,667,23,0.9514978601997147,715.0005084409137,4.800050844091368
NM Coulter-Nile,829,798,25,0.962605548854041,845.5569493545185,4.755694935451845
Aftab Ahmed,262,220,2,0.8396946564885496,267.23271499503477,4.723271499503477
CW Perchard,216,174,7,0.8055555555555556,220.31399404170804,4.631399404170804
S Fouché,310,270,13,0.8709677419354839,316.1913803376366,4.619138033763659
CM McBride,145,102,4,0.7034482758620689,147.89596822244292,4.5895968222442916
Gulsan Jha,995,969,30,0.9738693467336683,1014.8723336643496,4.587233366434964
Kabir Ali,386,348,16,0.9015544041450777,393.7092671300894,4.570926713008942
H Carlyon,183,141,2,0.7704918032786885,186.65491161866933,4.565491161866933
GB Brent,233,193,4,0.8283261802575107,237.65352135054619,4.465352135054618
Saim Ayub,181,140,5,0.7734806629834254,184.61496722939424,4.461496722939424
DC Drakes,125,83,2,0.664,127.49652432969216,4.449652432969216
AM Bacher,108,66,3,0.6111111111111112,110.15699702085402,4.415699702085402
DE Budge,153,112,1,0.7320261437908496,156.0557457795432,4.4055745779543205
Z Groenewald,151,110,6,0.7284768211920529,154.01580139026814,4.401580139026814
NJ Astle,249,210,5,0.8433734939759037,253.97307646474678,4.397307646474678
R Ashwin,284,246,7,0.8661971830985915,289.6721032770606,4.367210327706061
BA Murphy,183,143,5,0.7814207650273224,186.65491161866933,4.365491161866933
AM Fernando,583,551,17,0.9451114922813036,594.6437894736843,4.364378947368425
MP Kuhnemann,230,191,8,0.8304347826086956,234.59360476663358,4.359360476663357
Aryan Lakra,322,285,6,0.8850931677018633,328.431046673287,4.343104667328703
T Mupariwa,268,230,8,0.8582089552238806,273.35254816286,4.335254816285999
OAC Banks,110,69,4,0.6272727272727273,112.1969414101291,4.31969414101291
Sanwar Hossain,196,157,5,0.8010204081632653,199.91455014895732,4.291455014895732
LJ Burger,336,300,6,0.8928571428571429,342.71065739821256,4.271065739821256
NR Kirton,127,87,4,0.6850393700787402,129.53646871896723,4.253646871896723
Manjural Islam,227,189,5,0.8325991189427313,231.53368818272097,4.253368818272096
TCB Fernando,220,182,1,0.8272727272727273,224.3938828202582,4.2393882820258195
Basir Ahamad,111,71,2,0.6396396396396397,113.21691360476665,4.221691360476664
DK Butler,108,68,2,0.6296296296296297,110.15699702085402,4.215699702085402
B Shikongo,845,820,25,0.9704142011834319,861.876504468719,4.1876504468718965
SW Currie,126,87,3,0.6904761904761905,128.5164965243297,4.151649652432971
V Sukumaran,122,83,3,0.680327868852459,124.43660774577955,4.143660774577955
Pratis GC,93,54,2,0.5806451612903226,94.85741410129097,4.085741410129097
J Drysdale,139,101,4,0.7266187050359713,141.7761350546177,4.07761350546177
J Kila,239,203,6,0.8493723849372385,243.7733545183714,4.077335451837141
MJG Rippon,216,180,7,0.8333333333333334,220.31399404170804,4.031399404170804
Agha Salman,863,840,16,0.9733487833140209,880.2360039721947,4.023600397219468
CL Hooper,202,166,3,0.8217821782178217,206.03438331678254,4.003438331678254
SK Warne,125,88,3,0.704,127.49652432969216,3.9496524329692164
A Nortje,1023,1004,38,0.9814271749755621,1043.4315551142006,3.943155511420059
Faisal Akram,117,80,5,0.6837606837606838,119.33674677259187,3.9336746772591864
JP Duminy,451,421,7,0.9334811529933481,460.00745978152935,3.900745978152935
AC Dawson,245,211,2,0.8612244897959184,249.89318768619663,3.8893187686196624
SG Whittingham,226,192,6,0.8495575221238938,230.51371598808342,3.851371598808342
BD Glover,374,343,6,0.9171122994652406,381.469600794439,3.8469600794438974
HA Varaiya,121,85,2,0.7024793388429752,123.41663555114201,3.841663555114201
J Sumerauer,246,213,10,0.8658536585365854,250.91315988083417,3.7913159880834173
SM Sharma,394,364,13,0.9238578680203046,401.86904468718967,3.786904468718967
NLTC Perera,1527,1520,44,0.9954158480681073,1557.4975412115195,3.7497541211519545
Saqlain Mushtaq,166,132,4,0.7951807228915663,169.3153843098312,3.731538430983119
Junaid Siddiqui,158,124,1,0.7848101265822784,161.1556067527309,3.7155606752730903
Ashfaq Ahmed,199,166,4,0.8341708542713567,202.97446673286993,3.6974466732869926
KJ Coetzer,73,38,1,0.5205479452054794,74.45797020854022,3.6457970208540216
CE McConchie,169,136,4,0.8047337278106509,172.3753008937438,3.63753008937438
DT Tiripano,966,949,20,0.9824016563146998,985.2931400198611,3.6293140019861085
MJ Humphreys,248,217,1,0.875,252.95310427010924,3.5953104270109235
JEC Franklin,144,111,8,0.7708333333333334,146.87599602780537,3.587599602780537
RM Haq,91,57,3,0.6263736263736264,92.81746971201589,3.5817469712015892
PR Stirling,185,153,5,0.827027027027027,188.6948560079444,3.5694856007944393
Mohammad Saifuddin,1277,1267,43,0.9921691464369616,1302.5044925521352,3.550449255213516
CH Morris,568,544,14,0.9577464788732394,579.3442065541212,3.5344206554121227
CR Brathwaite,659,637,19,0.9666160849772383,672.1616762661371,3.516167626613708
L Siaka,158,126,2,0.7974683544303798,161.1556067527309,3.5155606752730906
JS Malhotra,104,71,2,0.6826923076923077,106.07710824230388,3.507710824230388
Pargat Singh,116,84,5,0.7241379310344828,118.31677457795433,3.431677457795433
BAW Mendis,62,29,3,0.46774193548387094,63.23827606752731,3.423827606752731
E Schiferli,256,227,5,0.88671875,261.11288182720955,3.4112881827209547
DJ Hooda,154,123,3,0.7987012987012987,157.07571797418075,3.4075717974180746
JH Davey,103,71,2,0.6893203883495146,105.05713604766635,3.4057136047666345
V Shankar,241,212,4,0.8796680497925311,245.8132989076465,3.3813298907646496
M Morkel,239,210,3,0.8786610878661087,243.7733545183714,3.3773354518371406
Waheed Ahmed,125,94,1,0.752,127.49652432969216,3.3496524329692163
PR Adams,62,30,1,0.4838709677419355,63.23827606752731,3.323827606752731
Mukesh Kumar,249,221,5,0.8875502008032129,253.97307646474678,3.2973076464746782
Tanzim Hasan Sakib,498,475,14,0.9538152610441767,507.94615292949356,3.2946152929493566
Jai Prakash Yadav,186,157,4,0.8440860215053764,189.71482820258194,3.271482820258194
DB Kotze,285,258,2,0.9052631578947369,290.6920754716981,3.2692075471698105
RO Hinds,68,37,0,0.5441176470588235,69.35810923535254,3.2358109235352543
Sufiyan Muqeem,163,134,7,0.8220858895705522,166.25546772591858,3.2255467725918576
Nahid Rana,158,129,3,0.8164556962025317,161.1556067527309,3.2155606752730903
D Joseph,202,174,5,0.8613861386138614,206.03438331678254,3.203438331678254
JA Morkel,134,105,6,0.7835820895522388,136.67627408143,3.1676274081429994
MJ Mason,181,153,3,0.8453038674033149,184.61496722939424,3.161496722939424
JA Richardson,825,810,27,0.9818181818181818,841.4770605759683,3.1477060575968268
RML Taylor,123,94,4,0.7642276422764228,125.45657994041709,3.1456579940417084
TD Astle,273,247,10,0.9047619047619048,278.45240913604766,3.1452409136047663
JOA Gordon,406,383,11,0.9433497536945813,414.10871102284017,3.1108711022840168
Mohammad Asif,45,15,2,0.3333333333333333,45.89874875868918,3.089874875868918
KADM Fernando,43,13,2,0.3023255813953488,43.8588043694141,3.08588043694141
Hasan Mahmud,886,873,29,0.9853273137697517,903.6953644488581,3.069536444885807
LR Morris,126,98,5,0.7777777777777778,128.5164965243297,3.051649652432971
TAM Siriwardana,273,248,1,0.9084249084249084,278.45240913604766,3.0452409136047662
KW Richardson,719,703,28,0.9777468706536857,733.3600079443893,3.036000794438928
J Lewis,61,32,3,0.5245901639344263,62.21830387288978,3.021830387288978
Shahbaz Ahmed,156,129,3,0.8269230769230769,159.1156623634558,3.011566236345581
T Mufudza,103,75,1,0.7281553398058253,105.05713604766635,3.0057136047666346
Fakhar Zaman,114,87,1,0.7631578947368421,116.27683018867926,2.9276830188679255
AF Milne,623,607,20,0.9743178170144462,635.4426772591858,2.844267725918576
I Wardlaw,118,92,4,0.7796610169491526,120.3567189672294,2.83567189672294
B Evans,542,525,17,0.9686346863468634,552.8249294935453,2.7824929493545256
LB Williams,389,369,16,0.9485861182519281,396.769183714002,2.7769183714001997
AJ Turner,86,60,2,0.6976744186046512,87.7176087388282,2.7717608738828203
WA Agar,70,44,0,0.6285714285714286,71.39805362462761,2.7398053624627607
NB Mahwire,120,95,3,0.7916666666666666,122.39666335650448,2.7396663356504476
G Snyman,314,293,8,0.9331210191082803,320.2712691161867,2.7271269116186714
D Madushanka,963,955,43,0.9916926272066459,982.2332234359484,2.723322343594839
PA Desai,60,34,1,0.5666666666666667,61.19833167825224,2.719833167825224
N Burger,155,131,5,0.8451612903225807,158.0956901688183,2.7095690168818294
P Jayawickrama,201,178,5,0.8855721393034826,205.014411122145,2.701441112214499
GJ Rennie,90,65,3,0.7222222222222222,91.79749751737836,2.679749751737836
KD Shah,74,49,7,0.6621621621621622,75.47794240317776,2.6477942403177765
Shahnawaz Dhani,100,76,1,0.76,101.99721946375374,2.599721946375374
DJ Mitchell,342,323,14,0.9444444444444444,348.8304905660378,2.583049056603778
Ehsan Nawaz,277,257,10,0.927797833935018,282.53229791459785,2.553229791459785
Nazmul Islam,218,197,6,0.9036697247706422,222.35393843098313,2.5353938430983134
Ehsanul Haque,61,37,2,0.6065573770491803,62.21830387288978,2.521830387288978
RJ Kirtley,58,34,3,0.5862068965517241,59.15838728897717,2.515838728897717
O Davidson,54,30,0,0.5555555555555556,55.07849851042701,2.507849851042701
ZB Lion-Cachet,192,171,8,0.890625,195.83466137040716,2.483466137040716
Usama Mir,521,507,15,0.9731285988483686,531.405513406157,2.440551340615696
MP Stoinis,1963,1978,45,1.0076413652572593,2002.2054180734858,2.420541807348582
Akhil Kumar,106,84,4,0.7924528301886793,108.11705263157896,2.411705263157896
AA Donald,155,134,1,0.864516129032258,158.0956901688183,2.4095690168818296
TM Head,491,477,13,0.9714867617107943,500.8063475670308,2.38063475670308
TBM de Leede,239,220,11,0.9205020920502092,243.7733545183714,2.3773354518371406
AV Lalcheta,84,62,2,0.7380952380952381,85.67766434955314,2.367766434955314
Rajin Saleh,179,159,5,0.888268156424581,182.57502284011917,2.3575022840119173
HMRKB Herath,78,56,1,0.717948717948718,79.5578311817279,2.3557831181727904
J Overton,122,101,6,0.8278688524590164,124.43660774577955,2.3436607745779554
L Gregory,118,97,4,0.8220338983050848,120.3567189672294,2.33567189672294
Syed Rasel,65,43,3,0.6615384615384615,66.29819265143992,2.3298192651439917
JJ Esmeijer,159,139,1,0.8742138364779874,162.17557894736842,2.3175578947368423
A Codrington,154,134,6,0.8701298701298701,157.07571797418075,2.307571797418075
A Ndlovu,103,82,1,0.7961165048543689,105.05713604766635,2.305713604766635
MW Short,251,233,2,0.9282868525896414,256.0130208540219,2.3013020854021873
Nazmul Hossain,392,377,10,0.9617346938775511,399.82910029791464,2.2829100297914637
B Stanlake,278,261,6,0.9388489208633094,283.5522701092354,2.2552270109235395
C Overton,314,298,5,0.9490445859872612,320.2712691161867,2.2271269116186714
JA Duffy,664,655,28,0.9864457831325302,677.2615372393248,2.2261537239324753
NK Yadav,62,41,3,0.6612903225806451,63.23827606752731,2.2238276067527307
B Fernando,159,140,2,0.8805031446540881,162.17557894736842,2.217557894736842
Zuhaib Zubair,103,83,0,0.8058252427184466,105.05713604766635,2.205713604766635
Nasir Hossain,151,132,2,0.8741721854304636,154.01580139026814,2.201580139026814
Abdur Razzak,98,78,2,0.7959183673469388,99.95727507447866,2.1957275074478657
SM Curran,1341,1346,38,1.0037285607755406,1367.7827130089374,2.1782713008937433
TK Canning,84,64,2,0.7619047619047619,85.67766434955314,2.167766434955314
Harshit Rana,225,208,11,0.9244444444444444,229.4937437934459,2.1493743793445903
JR Hopes,60,40,1,0.6666666666666666,61.19833167825224,2.119833167825224
SMSM Senanayake,47,27,2,0.574468085106383,47.93869314796425,2.093869314796425
SR Clark,97,78,5,0.8041237113402062,98.93730287984111,2.093730287984111
AJ Ireland,196,179,6,0.9132653061224489,199.91455014895732,2.0914550148957316
MD Gunathilaka,139,121,2,0.8705035971223022,141.7761350546177,2.0776135054617697
L Sipamla,189,172,2,0.91005291005291,192.77474478649455,2.0774744786494552
SP Krishnamurthi,88,69,4,0.7840909090909091,89.75755312810328,2.0757553128103283
KK Ahmed,435,423,14,0.9724137931034482,443.6879046673287,2.0687904667328723
BV Sears,214,198,10,0.9252336448598131,218.27404965243298,2.027404965243298
KA Pollard,202,186,7,0.9207920792079208,206.03438331678254,2.003438331678254
Rishad Hossain,402,390,8,0.9701492537313433,410.02882224429,2.0028822244289985
TLW Cooper,97,79,2,0.8144329896907216,98.93730287984111,1.9937302879841112
GF Linde,91,73,3,0.8021978021978022,92.81746971201589,1.9817469712015892
MR Swart,90,72,0,0.8,91.79749751737836,1.979749751737836
BJ Dwarshuis,190,174,6,0.9157894736842105,193.7947169811321,1.9794716981132097
PLS Gamage,185,169,8,0.9135135135135135,188.6948560079444,1.9694856007944395
JT Smuts,180,164,5,0.9111111111111111,183.59499503475672,1.9594995034756721
Joginder Sharma,68,50,1,0.7352941176470589,69.35810923535254,1.9358109235352543
RA Reifer,166,150,6,0.9036144578313253,169.3153843098312,1.9315384309831187
RP Arnold,254,240,5,0.9448818897637795,259.07293743793446,1.9072937437934456
Tareq Aziz,53,35,2,0.660377358490566,54.05852631578948,1.905852631578948
W Sutherland,53,35,2,0.660377358490566,54.05852631578948,1.905852631578948
HK Olonga,51,33,1,0.6470588235294118,52.0185819265144,1.90185819265144
MC Sorensen,49,31,0,0.6326530612244898,49.97863753723933,1.897863753723933
DJG Sammy,38,20,1,0.5263157894736842,38.758943396226414,1.8758943396226413
GJ Whittall,137,121,4,0.8832116788321168,139.7361906653426,1.8736190665342605
C Viljoen,32,14,2,0.4375,32.639110228401194,1.8639110228401194
CA Reid,81,64,1,0.7901234567901234,82.61774776564052,1.8617747765640515
J Kariko,130,114,5,0.8769230769230769,132.59638530287984,1.8596385302879839
CD McMillan,123,107,1,0.8699186991869918,125.45657994041709,1.8456579940417086
B Regmi,67,50,2,0.746268656716418,68.338137040715,1.8338137040714997
G Singh,113,97,6,0.8584070796460177,115.25685799404171,1.8256857994041709
Sabir Ali,109,93,3,0.8532110091743119,111.17696921549157,1.8176969215491567
MADI Hemantha,158,143,2,0.9050632911392406,161.1556067527309,1.8155606752730904
Imran Haider,506,498,17,0.9841897233201581,516.1059304865938,1.810593048659382
Aamer Jamal,102,86,3,0.8431372549019608,104.0371638530288,1.8037163853028801
C Sakariya,51,34,2,0.6666666666666666,52.0185819265144,1.80185819265144
RN Bhatia,348,337,3,0.9683908045977011,354.950323733863,1.7950323733863
Shoaib Khan,146,131,2,0.8972602739726028,148.91594041708044,1.7915940417080436
SN Thakur,1988,2010,66,1.011066398390342,2027.704722939424,1.7704722939424073
NO Miller,129,114,3,0.8837209302325582,131.57641310824232,1.7576413108242321
AD Russell,177,163,6,0.9209039548022598,180.5350784508441,1.753507845084411
S Prasanna,176,162,1,0.9204545454545454,179.51510625620656,1.7515106256206565
J Botha,72,56,1,0.7777777777777778,73.43799801390269,1.7437998013902685
DA Payne,57,41,2,0.7192982456140351,58.13841509433963,1.7138415094339627
CT Tremlett,98,83,1,0.8469387755102041,99.95727507447866,1.695727507447866
IS Sohi,94,79,5,0.8404255319148937,95.8773862959285,1.6877386295928503
Surya Tamang,93,78,1,0.8387096774193549,94.85741410129097,1.685741410129097
Shivam Sharma,186,173,7,0.9301075268817204,189.71482820258194,1.6714828202581942
PW Borren,75,60,1,0.8,76.4979145978153,1.6497914597815295
LHD Dilhara,75,60,3,0.8,76.4979145978153,1.6497914597815295
A Bohara,66,51,1,0.7727272727272727,67.31816484607747,1.6318164846077465
N Deonarine,88,74,4,0.8409090909090909,89.75755312810328,1.5757553128103283
T Bavuma,37,22,0,0.5945945945945946,37.73897120158888,1.5738971201588883
S Vesawkar,36,21,2,0.5833333333333334,36.71899900695134,1.5718999006951342
Bikram Sob,129,116,5,0.8992248062015504,131.57641310824232,1.557641310824232
J Liyanage,173,161,3,0.930635838150289,176.45518967229395,1.5455189672293954
Sultan Ahmed (2),72,58,0,0.8055555555555556,73.43799801390269,1.5437998013902685
K Phillip,171,159,3,0.9298245614035088,174.4152452830189,1.541524528301889
KOK Williams,168,156,8,0.9285714285714286,171.35532869910628,1.535532869910628
DM Dupavillon,67,53,1,0.7910447761194029,68.338137040715,1.5338137040714996
SC van Schalkwyk,502,497,16,0.9900398406374502,512.0260417080437,1.502604170804375
SSD Arachchige,42,28,1,0.6666666666666666,42.83883217477657,1.483883217477657
KH Pandya,234,224,2,0.9572649572649573,238.67349354518373,1.4673493545183731
Muhammad Farooq,81,68,0,0.8395061728395061,82.61774776564052,1.4617747765640516
GSNFG Jayasuriya,181,170,1,0.9392265193370166,184.61496722939424,1.4614967229394238
JD Unadkat,30,16,1,0.5333333333333333,30.59916583912612,1.4599165839126118
Akeem Jordan,70,57,1,0.8142857142857143,71.39805362462761,1.4398053624627607
S Sriram,56,43,3,0.7678571428571429,57.11844289970209,1.4118442899702088
Zawar Farid,205,195,8,0.9512195121951219,209.09429990069515,1.4094299900695149
SK Atai,48,35,0,0.7291666666666666,48.95866534260179,1.395866534260179
Hassnain Shah,198,188,2,0.9494949494949495,201.95449453823238,1.3954494538232383
JDS Neesham,1244,1255,35,1.0088424437299035,1268.8454101290963,1.3845410129096307
SD Udal,42,29,1,0.6904761904761905,42.83883217477657,1.383883217477657
DR Martyn,90,78,1,0.8666666666666667,91.79749751737836,1.379749751737836
DSK Madushanka,39,26,3,0.6666666666666666,39.77891559086395,1.3778915590863954
Adeel Raja,137,126,6,0.9197080291970803,139.7361906653426,1.3736190665342605
JJC Lawson,225,216,4,0.96,229.4937437934459,1.34937437934459
IR Bell,22,9,3,0.4090909090909091,22.43938828202582,1.3439388282025821
D Birrell,66,54,1,0.8181818181818182,67.31816484607747,1.3318164846077465
TW Hartley,60,48,0,0.8,61.19833167825224,1.3198331678252238
Haris Sohail,150,140,2,0.9333333333333333,152.9958291956306,1.299582919563059
Mahmudullah,646,646,9,1.0,658.9020377358491,1.2902037735849148
SF Mire,94,83,5,0.8829787234042553,95.8773862959285,1.2877386295928503
T Gwandu,143,133,4,0.9300699300699301,145.85602383316782,1.2856023833167824
Sandeep Goud,91,80,0,0.8791208791208791,92.81746971201589,1.2817469712015892
M van Jaarsveld,32,20,1,0.625,32.639110228401194,1.2639110228401194
M van Lingen,76,65,2,0.8552631578947368,77.51788679245283,1.2517886792452828
D Gamage,70,59,1,0.8428571428571429,71.39805362462761,1.2398053624627607
KS Airee,120,110,2,0.9166666666666666,122.39666335650448,1.2396663356504476
S Thuraisingam,119,109,4,0.9159663865546218,121.37669116186694,1.2376691161866944
NE Bonner,67,56,1,0.835820895522388,68.338137040715,1.2338137040714998
Mohammad Abbas,167,158,1,0.9461077844311377,170.33535650446873,1.2335356504468735
LN Onyango,62,51,2,0.8225806451612904,63.23827606752731,1.223827606752731
MW Parkinson,211,203,5,0.9620853080568721,215.21413306852037,1.2214133068520368
Abu Hider,54,43,1,0.7962962962962963,55.07849851042701,1.2078498510427012
SO Ngoche,54,43,1,0.7962962962962963,55.07849851042701,1.2078498510427012
Wahab Riaz,604,604,17,1.0,616.0632055610726,1.206320556107255
Mohammad Khalil,153,144,5,0.9411764705882353,156.0557457795432,1.20557457795432
AJ Tye,400,396,15,0.99,407.98887785501495,1.1988877855014948
E Bosch,44,33,1,0.75,44.87877656405164,1.187877656405164
Waqar Younis,189,181,7,0.9576719576719577,192.77474478649455,1.177474478649455
PKD Chase,174,166,5,0.9540229885057471,177.4751618669315,1.14751618669315
M Faraz Akram,172,164,4,0.9534883720930233,175.4352174776564,1.1435217477656408
K Sonavale,15,4,2,0.26666666666666666,15.29958291956306,1.129958291956306
PM Pushpakumara,114,105,1,0.9210526315789473,116.27683018867926,1.1276830188679257
HK Badani,63,53,2,0.8412698412698413,64.25824826216486,1.1258248262164856
MN Waller,62,52,0,0.8387096774193549,63.23827606752731,1.1238276067527309
CP Rizwan,61,51,1,0.8360655737704918,62.21830387288978,1.1218303872889777
TR Gripper,49,39,2,0.7959183673469388,49.97863753723933,1.0978637537239329
Saud Shakeel,47,37,1,0.7872340425531915,47.93869314796425,1.0938693147964251
Shariz Ahmad,595,596,19,1.0016806722689076,606.8834558093347,1.0883455809334692
Tanveer Ahmed,43,33,1,0.7674418604651163,43.8588043694141,1.0858804369414101
K Birkenstock,236,230,5,0.9745762711864406,240.7134379344588,1.0713437934458796
Akif Javed,184,177,7,0.9619565217391305,187.67488381330685,1.0674883813306848
J Matharu,80,71,0,0.8875,81.59777557100298,1.0597775571002983
K Weeraratne,24,14,0,0.5833333333333334,24.479332671300895,1.0479332671300896
A Johnson,24,14,0,0.5833333333333334,24.479332671300895,1.0479332671300896
AJ Finch,171,164,2,0.9590643274853801,174.4152452830189,1.041524528301889
J Yadav,62,53,0,0.8548387096774194,63.23827606752731,1.023827606752731
PADLR Sandakan,1111,1123,17,1.0108010801080107,1133.189108242304,1.0189108242303972
JS Patel,56,47,1,0.8392857142857143,57.11844289970209,1.011844289970209
Mujibur Ali,89,81,3,0.9101123595505618,90.77752532274081,0.9777525322740814
RL Powell,189,183,4,0.9682539682539683,192.77474478649455,0.9774744786494551
K Mahato,85,77,2,0.9058823529411765,86.69763654419067,0.9697636544190672
C Cassell,282,278,11,0.9858156028368794,287.6321588877855,0.9632158887785522
Khaled Ahmed,80,72,3,0.9,81.59777557100298,0.9597775571002984
BO van Rooi,130,123,1,0.9461538461538461,132.59638530287984,0.9596385302879838
Saeed Anwar,24,15,1,0.625,24.479332671300895,0.9479332671300895
SB Bangar,68,60,0,0.8823529411764706,69.35810923535254,0.9358109235352543
ME Trescothick,155,149,2,0.9612903225806452,158.0956901688183,0.9095690168818293
Yasir Mohammad,253,249,7,0.9841897233201581,258.0529652432969,0.905296524329691
MC Henriques,49,41,1,0.8367346938775511,49.97863753723933,0.8978637537239329
MJ Hoggard,299,296,5,0.9899665551839465,304.97168619662364,0.8971686196623636
LM Jongwe,586,589,18,1.0051194539249146,597.7037060575968,0.8703706057596833
HS Baidwan,84,77,1,0.9166666666666666,85.67766434955314,0.867766434955314
DPMD Jayawardene,32,24,1,0.75,32.639110228401194,0.8639110228401193
Nazmul Hossain Shanto,78,71,1,0.9102564102564102,79.5578311817279,0.8557831181727906
Kamran Ghulam,24,16,1,0.6666666666666666,24.479332671300895,0.8479332671300895
